Id,Category
2997,2
2998,4
2999,8
3000,2
3001,4
3002,1
3003,5
3004,2
3005,4
3006,10
3007,2
3008,4
3009,4
3010,0
3011,3
3012,6
3013,2
3014,5
3015,1
3016,3
3017,3
3018,5
3019,5
3020,6
3021,0
3022,5
3023,1
3024,9
3025,4
3026,6
3027,2
3028,10
3029,6
3030,3
3031,6
3032,9
3033,5
3034,2
3035,4
3036,1
3037,0
3038,10
3039,4
3040,10
3041,9
3042,10
3043,1
3044,1
3045,3
3046,4
3047,1
3048,5
3049,0
3050,1
3051,4
3052,4
3053,10
3054,6
3055,1
3056,8
3057,9
3058,2
3059,10
3060,8
3061,0
3062,10
3063,9
3064,2
3065,1
3066,7
3067,4
3068,3
3069,5
3070,3
3071,2
3072,3
3073,2
3074,10
3075,4
3076,3
3077,3
3078,4
3079,5
3080,2
3081,10
3082,9
3083,1
3084,9
3085,10
3086,5
3087,1
3088,6
3089,3
3090,9
3091,4
3092,9
3093,5
3094,4
3095,4
3096,2
3097,5
3098,6
3099,4
3100,4
3101,9
3102,5
3103,8
3104,8
3105,0
3106,3
3107,9
3108,8
3109,9
3110,9
3111,9
3112,2
3113,2
3114,9
3115,9
3116,1
3117,8
3118,6
3119,2
3120,5
3121,4
3122,2
3123,4
3124,8
3125,3
3126,2
3127,5
3128,1
3129,5
3130,7
3131,5
3132,4
3133,7
3134,5
3135,9
3136,4
3137,5
3138,2
3139,5
3140,5
3141,6
3142,9
3143,3
3144,10
3145,8
3146,1
3147,10
3148,10
3149,0
3150,5
3151,2
3152,3
3153,2
3154,9
3155,9
3156,4
3157,0
3158,4
3159,9
3160,8
3161,1
3162,8
3163,10
3164,9
3165,4
3166,9
3167,9
3168,1
3169,4
3170,3
3171,9
3172,1
3173,3
3174,2
3175,7
3176,10
3177,4
3178,7
3179,4
3180,5
3181,2
3182,9
3183,8
3184,1
3185,1
3186,9
3187,8
3188,5
3189,6
3190,3
3191,3
3192,9
3193,4
3194,1
3195,4
3196,10
3197,8
3198,2
3199,3
3200,10
3201,3
3202,10
3203,9
3204,7
3205,10
3206,10
3207,6
3208,2
3209,5
3210,1
3211,1
3212,9
3213,10
3214,10
3215,9
3216,9
3217,2
3218,9
3219,6
3220,9
3221,9
3222,4
3223,2
3224,1
3225,0
3226,9
3227,9
3228,4
3229,6
3230,9
3231,4
3232,8
3233,5
3234,7
3235,8
3236,2
3237,7
3238,3
3239,6
3240,9
3241,10
3242,7
3243,8
3244,0
3245,6
3246,10
3247,3
3248,9
3249,7
3250,10
3251,5
3252,2
3253,8
3254,8
3255,5
3256,4
3257,4
3258,5
3259,8
3260,9
3261,5
3262,8
3263,6
3264,10
3265,4
3266,9
3267,8
3268,4
3269,6
3270,5
3271,4
3272,9
3273,10
3274,4
3275,8
3276,4
3277,0
3278,4
3279,9
3280,6
3281,10
3282,1
3283,3
3284,9
3285,10
3286,7
3287,1
3288,4
3289,1
3290,7
3291,9
3292,10
3293,2
3294,10
3295,6
3296,10
3297,10
3298,9
3299,7
3300,4
3301,9
3302,1
3303,0
3304,10
3305,2
3306,9
3307,2
3308,2
3309,2
3310,1
3311,2
3312,9
3313,1
3314,8
3315,10
3316,4
3317,9
3318,3
3319,1
3320,1
3321,4
3322,8
3323,4
3324,2
3325,2
3326,5
3327,5
3328,10
3329,4
3330,10
3331,9
3332,8
3333,1
3334,4
3335,5
3336,9
3337,10
3338,1
3339,5
3340,7
3341,4
3342,2
3343,8
3344,5
3345,3
3346,9
